step_time,gneJ00_offset,gneJ9_offset,queue_sum
523872,100,46,25.7
524484,100,45,30.0
525096,100,41,26.7
525708,101,28,23.7
526320,3,35,23.3
526932,88,34,28.7
527544,93,10,30.7
528156,1,8,27.3
528768,1,5,35.7
529380,1,1,33.3
529992,1,100,35.7
530604,0,46,24.7
531216,89,21,27.0
531828,100,57,29.0
532440,4,57,26.3
533052,90,47,26.3
533664,97,47,28.7
534276,99,47,25.3
534888,2,47,22.7
535500,87,47,29.7
536112,3,47,23.7
536724,87,47,28.3
537336,101,47,25.3
537948,101,47,30.3
538560,0,47,23.3
539172,82,39,35.0
539784,93,39,28.0
540396,99,39,23.3
541008,3,24,26.7
541620,99,24,26.3
542232,6,52,25.0
542844,77,52,33.3
543456,6,52,22.7
544068,81,52,34.0
544680,5,52,22.3
545292,88,52,28.0
545904,6,52,23.3
546516,86,52,28.3
547128,4,52,24.0
547740,87,52,28.0
548352,3,52,25.0
548964,88,48,29.3
549576,5,48,23.0
550188,89,48,27.3
550800,6,48,23.7
551412,88,48,28.0
552024,4,45,21.7
552636,88,42,28.7
553248,96,41,26.0
553860,99,36,25.3
554472,99,8,33.7
555084,0,4,29.0
555696,2,1,27.3
556308,5,1,29.7
556920,7,1,27.0
557532,8,1,27.0
558144,11,0,27.3
558756,11,100,34.0
559368,5,100,30.0
559980,5,84,28.3
560592,2,61,26.7
561204,95,86,31.3
561816,4,85,31.3
562428,4,54,25.3
563040,91,48,27.3
563652,7,47,21.7
564264,89,47,32.3
564876,9,47,23.0
565488,88,47,29.3
566100,9,47,23.0
566712,92,47,26.0
567324,6,47,26.7
567936,87,47,27.3
568548,11,45,22.0
569160,88,43,32.7
569772,101,37,23.7
570384,7,4,30.0
570996,12,0,28.7
571608,14,96,28.0
572220,9,94,26.7
572832,3,91,27.3
573444,100,70,28.3
574056,5,67,26.0
574668,101,60,24.7
575280,8,60,24.0
575892,87,57,28.3
576504,2,48,24.0
577116,90,40,27.7
577728,99,34,24.3
578340,2,93,30.0
578952,2,74,25.7
579564,1,37,26.0
580176,85,36,27.7
580788,96,35,27.0
